Quando;Dia da Semana;Tipo;Descricao/Lancamento;Credito;Debito;Mes;Ano;Mes/Ano;Origem
28-01-2008;Segunda-Feira;Itens Pesssoais;Guitarra de miniatura e porta-paleta de guitarras;0,0;82,0;'01;'2008;'01/2008;Real_2007
28-01-2008;Segunda-Feira;Juros_Corr. Poupança;Juros poupança ;8,48;0,0;'01;'2008;'01/2008;Real_2007
28-01-2008;Segunda-Feira;Juros_Corr. Poupança;Correção Poupança;0,97;0,0;'01;'2008;'01/2008;Real_2007
27-01-2008;Domingo;Estacionamentos;estacionamento na rodoviária;0,0;2,5;'01;'2008;'01/2008;Despesas
27-01-2008;Domingo;Restaurantes;pizzas;0,0;20,0;'01;'2008;'01/2008;Despesas
26-01-2008;Sábado;Alimentacao;Mc Sorvetes;0,0;8,0;'01;'2008;'01/2008;Despesas
26-01-2008;Sábado;Combustivel;Gazoza no GarGamóvel I;0,0;60,0;'01;'2008;'01/2008;Real_2007
26-01-2008;Sábado;Combustivel;Gazoza no GarGamóvel II;0,0;59,78;'01;'2008;'01/2008;Real_2007
26-01-2008;Sábado;Restaurantes;No Burquer Kinquins;0,0;24,0;'01;'2008;'01/2008;Real_2007
26-01-2008;Sábado;Fotografias;Fotografias diversas;0,0;39,0;'01;'2008;'01/2008;Real_2007
25-01-2008;Sexta-Feira;Restaurantes;No habBiBis;0,0;29,21;'01;'2008;'01/2008;Real_2007
24-01-2008;Quinta-Feira;Alimentacao;Lannhe da manha;0,0;3,5;'01;'2008;'01/2008;Despesas
24-01-2008;Quinta-Feira;Restaurantes;Miuque xeique do bóbis;0,0;6,5;'01;'2008;'01/2008;Despesas
24-01-2008;Quinta-Feira;Deposito Terc.;Pro Denniss;0,0;0,5;'01;'2008;'01/2008;Despesas
24-01-2008;Quinta-Feira;Cristiane;Passagens de viagem ;0,0;159,2;'01;'2008;'01/2008;ItauVisa
24-01-2008;Quinta-Feira;Restaurantes;No bóbis;0,0;14,2;'01;'2008;'01/2008;Real_2007
24-01-2008;Quinta-Feira;Supermercado;Mercadi;0,0;14,11;'01;'2008;'01/2008;Real_2007
23-01-2008;Quarta-Feira;Estacionamentos;Do Xópin;0,0;1,0;'01;'2008;'01/2008;Despesas
23-01-2008;Quarta-Feira;Alimentacao;Lanche da Terde;0,0;5,0;'01;'2008;'01/2008;Despesas
23-01-2008;Quarta-Feira;Restaurantes;Armossu no xópin;0,0;16,4;'01;'2008;'01/2008;Real_2007
23-01-2008;Quarta-Feira;Restaurantes;Miuque cheique do bóbis;0,0;5,6;'01;'2008;'01/2008;Real_2007
23-01-2008;Quarta-Feira;Cursos;Cadernos;0,0;32,88;'01;'2008;'01/2008;Real_2007
23-01-2008;Quarta-Feira;Guitarra;Suporte de Guitarra;0,0;29,0;'01;'2008;'01/2008;Real_2007
23-01-2008;Quarta-Feira;Restaurantes;Na paccocca´s;0,0;24,9;'01;'2008;'01/2008;Real_2007
22-01-2008;Terça-Feira;Alimentacao;Carrapatino´s;0,0;0,5;'01;'2008;'01/2008;Despesas
22-01-2008;Terça-Feira;Itens Pesssoais;Parc. Celular Sony Ericson W710i (10/10);0,0;99,9;'01;'2008;'01/2008;ItauMasterCard
22-01-2008;Terça-Feira;Cursos;Mais uma apostilha de Guittarras;0,0;20,0;'01;'2008;'01/2008;Real_2007
22-01-2008;Terça-Feira;Restaurantes;Armoços na Paccocca´s;0,0;16,21;'01;'2008;'01/2008;Real_2007
22-01-2008;Terça-Feira;PSP Slim 2000;Parc. PSP Slim (03/03);0,0;233,0;'01;'2008;'01/2008;RealVisa_2007
21-01-2008;Segunda-Feira;Alimentacao;Lanche da terde;0,0;5,4;'01;'2008;'01/2008;Despesas
21-01-2008;Segunda-Feira;ESTORNO;Estono Dif. Dolar;1,79;0,0;'01;'2008;'01/2008;ItauVisa
21-01-2008;Segunda-Feira;Restaurantes;Armossus;0,0;10,4;'01;'2008;'01/2008;Real_2007
21-01-2008;Segunda-Feira;Juros_Corr. Poupança;Juros Poupança;15,12;0,0;'01;'2008;'01/2008;Real_2007
21-01-2008;Segunda-Feira;Juros_Corr. Poupança;Correção Poupança;1,11;0,0;'01;'2008;'01/2008;Real_2007
20-01-2008;Domingo;Restaurantes;Churrascaria´s de SCS;0,0;93,78;'01;'2008;'01/2008;Real_2007
19-01-2008;Sábado;Restaurantes;Habibbibs;0,0;24,24;'01;'2008;'01/2008;Real_2007
18-01-2008;Sexta-Feira;Saques;Saque do real;60,0;0,0;'01;'2008;'01/2008;Despesas
18-01-2008;Sexta-Feira;Estacionamentos;Estacionamento do hostpital;0,0;3,0;'01;'2008;'01/2008;Despesas
18-01-2008;Sexta-Feira;Cristiane;Coisas da cristiane;0,0;128,01;'01;'2008;'01/2008;ItauVisa
18-01-2008;Sexta-Feira;Cristiane;Coisas da cristiane;0,0;102,4;'01;'2008;'01/2008;ItauVisa
18-01-2008;Sexta-Feira;Restaurantes;Alomoço na pacoca;0,0;21,28;'01;'2008;'01/2008;Real_2007
18-01-2008;Sexta-Feira;Saques;Saque;0,0;60,0;'01;'2008;'01/2008;Real_2007
18-01-2008;Sexta-Feira;Restaurantes;Na Paccoccas;0,0;35,09;'01;'2008;'01/2008;Real_2007
17-01-2008;Quinta-Feira;Cristiane;Coisas da cristiane;0,0;79,9;'01;'2008;'01/2008;ItauVisa
17-01-2008;Quinta-Feira;Restaurantes;Almoço no xópin;0,0;12,0;'01;'2008;'01/2008;Real_2007
16-01-2008;Quarta-Feira;Alimentacao;Lanche terde ;0,0;3,5;'01;'2008;'01/2008;Despesas
16-01-2008;Quarta-Feira;Restaurantes;Pizzas;0,0;24,69;'01;'2008;'01/2008;Despesas
16-01-2008;Quarta-Feira;Restaurantes;Almoço na tia;0,0;13,78;'01;'2008;'01/2008;Real_2007
15-01-2008;Terça-Feira;Farmácia;material de curativos;0,0;31,98;'01;'2008;'01/2008;ItauVisa
15-01-2008;Terça-Feira;Salarios;CREDITO DE SALARIO TIM CELULAR;1747,9;0,0;'01;'2008;'01/2008;Real_2007
15-01-2008;Terça-Feira;Estacionamentos;Sistema Sem Parar;0,0;21,0;'01;'2008;'01/2008;Real_2007
15-01-2008;Terça-Feira;Aluguel;Aluguel Jan2008;0,0;804,8;'01;'2008;'01/2008;Real_2007
15-01-2008;Terça-Feira;Condominio;Condominio Jan2008;0,0;206,83;'01;'2008;'01/2008;Real_2007
15-01-2008;Terça-Feira;Restaurantes;Almoço na tia;0,0;11,46;'01;'2008;'01/2008;Real_2007
14-01-2008;Segunda-Feira;Farmácia;Remédio potente de alergias;0,0;43,84;'01;'2008;'01/2008;ItauVisa
14-01-2008;Segunda-Feira;Cbx Twister 250;IPVA e DPVAT da Twister;0,0;424,22;'01;'2008;'01/2008;Real_2007
14-01-2008;Segunda-Feira;Restaurantes;Almoço na tias;0,0;8,74;'01;'2008;'01/2008;Real_2007
14-01-2008;Segunda-Feira;Combustivel;Gazoza no GarGamóvel;0,0;60,0;'01;'2008;'01/2008;Real_2007
14-01-2008;Segunda-Feira;Juros_Corr. Poupança;Juros Poupança;9,56;0,0;'01;'2008;'01/2008;Real_2007
14-01-2008;Segunda-Feira;Juros_Corr. Poupança;Correção;0,37;0,0;'01;'2008;'01/2008;Real_2007
13-01-2008;Domingo;Farmácia;Mais remédios de deores;0,0;45,69;'01;'2008;'01/2008;Real_2007
13-01-2008;Domingo;Supermercado;Açougue;0,0;53,87;'01;'2008;'01/2008;Real_2007
12-01-2008;Sábado;Jornais e revistas;Revistas de Guitarras e roling istones;0,0;35,1;'01;'2008;'01/2008;Real_2007
12-01-2008;Sábado;Cristiane;Cheque - 010018 - Material de ingreis;0,0;218,78;'01;'2008;'01/2008;Real_2007
11-01-2008;Sexta-Feira;Saques;Saque do Real;60,0;0,0;'01;'2008;'01/2008;Despesas
11-01-2008;Sexta-Feira;Estacionamentos;estacionamento do hospital;0,0;3,0;'01;'2008;'01/2008;Despesas
11-01-2008;Sexta-Feira;Farmácia;Farmácias;0,0;29,81;'01;'2008;'01/2008;Despesas
11-01-2008;Sexta-Feira;Saques;Saque ;0,0;60,0;'01;'2008;'01/2008;Real_2007
10-01-2008;Quinta-Feira;Tv à Cabo;Assinatura Net ViVaX;0,0;102,8;'01;'2008;'01/2008;Real_2007
10-01-2008;Quinta-Feira;Restaurantes;Almoço;0,0;8,12;'01;'2008;'01/2008;Real_2007
09-01-2008;Quarta-Feira;Cristiane;Cristiane;0,0;3,95;'01;'2008;'01/2008;Despesas
09-01-2008;Quarta-Feira;Peugeout 206;IPVA e DPVAT do peugeot;0,0;972,49;'01;'2008;'01/2008;Real_2007
09-01-2008;Quarta-Feira;Restaurantes;Pizzas/ pães e salgados da paddocca´s;0,0;53,75;'01;'2008;'01/2008;Real_2007
08-01-2008;Terça-Feira;Alimentacao;Lanche da terde;0,0;5,3;'01;'2008;'01/2008;Despesas
08-01-2008;Terça-Feira;Juros_Corr. Poupança;Juros poupança;1,41;0,0;'01;'2008;'01/2008;Real_2007
08-01-2008;Terça-Feira;Juros_Corr. Poupança;Coreção PouPança;0,04;0,0;'01;'2008;'01/2008;Real_2007
07-01-2008;Segunda-Feira;Saques;Saque do Real;10,0;0,0;'01;'2008;'01/2008;Despesas
07-01-2008;Segunda-Feira;Alimentacao;Sorvete da tarde;0,0;2,75;'01;'2008;'01/2008;Despesas
07-01-2008;Segunda-Feira;Alimentacao;Lanche de Terde;0,0;3,2;'01;'2008;'01/2008;Despesas
07-01-2008;Segunda-Feira;Energia Eletrica;Eletropaulo;0,0;78,03;'01;'2008;'01/2008;Real_2007
07-01-2008;Segunda-Feira;Saques;Saque;0,0;10,0;'01;'2008;'01/2008;Real_2007
07-01-2008;Segunda-Feira;Restaurantes;No Bobs;0,0;34,3;'01;'2008;'01/2008;RealVisa_2007
06-01-2008;Domingo;Farmácia;Mais coisas de curativos;0,0;52,48;'01;'2008;'01/2008;Real_2007
06-01-2008;Domingo;Supermercado;no Mercado carry 4;0,0;141,19;'01;'2008;'01/2008;Real_2007
05-01-2008;Sábado;Supermercado;Na paddocca´s;0,0;40,95;'01;'2008;'01/2008;Real_2007
04-01-2008;Sexta-Feira;Estacionamentos;Estacionamento no xópin;0,0;1,5;'01;'2008;'01/2008;Despesas
04-01-2008;Sexta-Feira;Estacionamentos;Estacionamento do Hospital;0,0;3,0;'01;'2008;'01/2008;Despesas
04-01-2008;Sexta-Feira;Moradia;Hometheater: Parc. TV LCD (09/10);0,0;200,0;'01;'2008;'01/2008;ItauVisa
03-01-2008;Quinta-Feira;Alimentacao;Sorvete da tarde;0,0;3,0;'01;'2008;'01/2008;Despesas
03-01-2008;Quinta-Feira;Farmácia;pra curativos e antibióticos;0,0;42,55;'01;'2008;'01/2008;Real_2007
03-01-2008;Quinta-Feira;Taxas Bancarias;CPMFI;0,0;9,98;'01;'2008;'01/2008;Real_2007
03-01-2008;Quinta-Feira;Restituições;DOC DEVOLVIDO;14,99;0,0;'01;'2008;'01/2008;Real_2007
02-01-2008;Quarta-Feira;Cristiane;Pra Cristiane;0,0;30,0;'01;'2008;'01/2008;Despesas
02-01-2008;Quarta-Feira;Saques;Saque do Real;60,0;0,0;'01;'2008;'01/2008;Despesas
02-01-2008;Quarta-Feira;Playstation 2;Games: Dvd de Jogo PS2 Aeon Flux;0,0;10,0;'01;'2008;'01/2008;Despesas
02-01-2008;Quarta-Feira;Jornais e revistas;Revista Covr Guitar;0,0;8,9;'01;'2008;'01/2008;Despesas
02-01-2008;Quarta-Feira;Estacionamentos;Estacionamento no centro;0,0;3,0;'01;'2008;'01/2008;Despesas
02-01-2008;Quarta-Feira;Peugeout 206;Lavagem do GarGamóvel;0,0;25,0;'01;'2008;'01/2008;Despesas
02-01-2008;Quarta-Feira;Transf. Bco;Trasnferencia do real;10,0;0,0;'01;'2008;'01/2008;ItaU
02-01-2008;Quarta-Feira;cartões de Crédito;Pagamemento Fatura ItauMaster;358,76;0,0;'01;'2008;'01/2008;ItauMasterCard
02-01-2008;Quarta-Feira;cartões de Crédito;Pagamento Fatura Real Visa;344,8;0,0;'01;'2008;'01/2008;ItauVisa
02-01-2008;Quarta-Feira;cartões de Crédito;Fatura Itau Visa;0,0;344,8;'01;'2008;'01/2008;Real_2007
02-01-2008;Quarta-Feira;cartões de Crédito;Fatura Itau Master;0,0;358,76;'01;'2008;'01/2008;Real_2007
02-01-2008;Quarta-Feira;cartões de Crédito;Fatura real Visa;0,0;743,76;'01;'2008;'01/2008;Real_2007
02-01-2008;Quarta-Feira;Telefonia;FATURA telefonica - Telefonica ;0,0;38,09;'01;'2008;'01/2008;Real_2007
02-01-2008;Quarta-Feira;Internet;Fatura Speedy;0,0;89,9;'01;'2008;'01/2008;Real_2007
02-01-2008;Quarta-Feira;Transf. Bco;Transferencia pro ItaU;0,0;10,0;'01;'2008;'01/2008;Real_2007
02-01-2008;Quarta-Feira;Restaurantes;Almoço do Jin Jin;0,0;21,63;'01;'2008;'01/2008;Real_2007
02-01-2008;Quarta-Feira;Guitarra;Cordas novas da Guitarras;0,0;13,0;'01;'2008;'01/2008;Real_2007
02-01-2008;Quarta-Feira;Combustivel;Gazoza no GarGamóvel;0,0;60,0;'01;'2008;'01/2008;Real_2007
02-01-2008;Quarta-Feira;Seguros;Automotivo: Parcela Seguro GarGamóvel (01/04);0,0;471,63;'01;'2008;'01/2008;Real_2007
02-01-2008;Quarta-Feira;cartões de Crédito;Pagamento Fatura real Visa;743,76;0,0;'01;'2008;'01/2008;RealVisa_2007
01-01-2008;Terça-Feira;Online Services;Mensalidade UOL;0,0;19,9;'01;'2008;'01/2008;RealVisa_2007
31-12-2007;Segunda-Feira;Diferenças;Ajustes;0,0;6,0;'12;'2007;'12/2007;Despesas
31-12-2007;Segunda-Feira;Cursos;Mais uma video aula de guitarra;0,0;14,99;'12;'2007;'12/2007;Real_2007
30-12-2007;Domingo;Cristiane;Cristiane;0,0;10,0;'12;'2007;'12/2007;Despesas
29-12-2007;Sábado;Alimentacao;Ki-sucos e sorvetes no xópin;0,0;7,85;'12;'2007;'12/2007;Despesas
29-12-2007;Sábado;Estacionamentos;estacionamento no xópin;0,0;4,0;'12;'2007;'12/2007;Despesas
29-12-2007;Sábado;Restaurantes;Almoço no xópin;0,0;34,98;'12;'2007;'12/2007;Real_2007
29-12-2007;Sábado;papelaria;CDs Virges e coisas de escritorio;0,0;50,12;'12;'2007;'12/2007;Real_2007
29-12-2007;Sábado;Cristiane;Roupas novas da Cris;0,0;49,99;'12;'2007;'12/2007;Real_2007
29-12-2007;Sábado;Cristiane;No Açougue;0,0;54,6;'12;'2007;'12/2007;Real_2007
28-12-2007;Sexta-Feira;Saques;Saque do real;60,0;0,0;'12;'2007;'12/2007;Despesas
28-12-2007;Sexta-Feira;Estacionamentos;Estacionamento no hospital;0,0;3,0;'12;'2007;'12/2007;Despesas
28-12-2007;Sexta-Feira;Farmácia;Lisador e fita espara-drapo;0,0;15,6;'12;'2007;'12/2007;Real_2007
28-12-2007;Sexta-Feira;Salarios;CREDITO DE SALARIO TIM CELULAR;5618,19;0,0;'12;'2007;'12/2007;Real_2007
28-12-2007;Sexta-Feira;Saques;Saques;0,0;60,0;'12;'2007;'12/2007;Real_2007
28-12-2007;Sexta-Feira;Jornais e revistas;Revista de Video Games;0,0;6,9;'12;'2007;'12/2007;Real_2007
28-12-2007;Sexta-Feira;Restaurantes;paes e lanches na padocas;0,0;48,21;'12;'2007;'12/2007;Real_2007
27-12-2007;Quinta-Feira;Guitarra;Afinador de guitarras;0,0;63,0;'12;'2007;'12/2007;ItauVisa
27-12-2007;Quinta-Feira;Cursos;Matricula de aula de guitarras;0,0;95,0;'12;'2007;'12/2007;Real_2007
27-12-2007;Quinta-Feira;Farmácia;Mais na farmácia;0,0;66,96;'12;'2007;'12/2007;Real_2007
26-12-2007;Quarta-Feira;Guitarra;Guitarra/ Amplificador/ case/ cabos e fones;0,0;1380,0;'12;'2007;'12/2007;Real_2007
24-12-2007;Segunda-Feira;Cristiane;Pra Cris;0,0;5,0;'12;'2007;'12/2007;Despesas
24-12-2007;Segunda-Feira;Peugeout 206;Lavagem do GarGAMóvel;0,0;15,0;'12;'2007;'12/2007;Despesas
24-12-2007;Segunda-Feira;Cristiane;Prefixo - roupas;0,0;245,0;'12;'2007;'12/2007;ItauVisa
24-12-2007;Segunda-Feira;Cristiane;Lingeries;0,0;42,25;'12;'2007;'12/2007;ItauVisa
24-12-2007;Segunda-Feira;Cristiane;Sapatos;0,0;126,8;'12;'2007;'12/2007;ItauVisa
24-12-2007;Segunda-Feira;Presentes;Presente de bicho de pelucia;0,0;89,9;'12;'2007;'12/2007;Real_2007
24-12-2007;Segunda-Feira;Presentes;Presente de Joias de Prateadas;0,0;136,0;'12;'2007;'12/2007;Real_2007
24-12-2007;Segunda-Feira;Presentes;Presente de Ange Ou Dèmon;0,0;149,0;'12;'2007;'12/2007;Real_2007
24-12-2007;Segunda-Feira;Taxas Bancarias;CPMF;0,0;7,83;'12;'2007;'12/2007;Real_2007
23-12-2007;Domingo;Supermercado;Açougue ;0,0;36,75;'12;'2007;'12/2007;Real_2007
23-12-2007;Domingo;Supermercado;Ver Dura Ria;0,0;19,0;'12;'2007;'12/2007;Real_2007
22-12-2007;Sábado;Restaurantes;Pasteis;0,0;10,0;'12;'2007;'12/2007;Despesas
22-12-2007;Sábado;Restaurantes;Sorvetes;0,0;5,5;'12;'2007;'12/2007;Despesas
22-12-2007;Sábado;Itens Pesssoais;Parc. Celular Sony Ericson W710i (09/10);0,0;99,9;'12;'2007;'12/2007;ItauMasterCard
22-12-2007;Sábado;Farmácia;Mais farmácias;0,0;102,66;'12;'2007;'12/2007;Real_2007
22-12-2007;Sábado;Cristiane;Roupas da cristiane;0,0;55,0;'12;'2007;'12/2007;Real_2007
22-12-2007;Sábado;PSP Slim 2000;Parc. PSP Slim (02/03);0,0;233,0;'12;'2007;'12/2007;RealVisa_2007
21-12-2007;Sexta-Feira;Saques;Saque do real;50,0;0,0;'12;'2007;'12/2007;Despesas
21-12-2007;Sexta-Feira;Estacionamentos;Estacionamento no Hospital;0,0;3,0;'12;'2007;'12/2007;Despesas
21-12-2007;Sexta-Feira;Action Figures;Action Figures ;0,0;336,0;'12;'2007;'12/2007;Real_2007
21-12-2007;Sexta-Feira;Salarios;1ª Parc. PLR - MBO - Part. Lucros;5384,56;0,0;'12;'2007;'12/2007;Real_2007
21-12-2007;Sexta-Feira;Saques;Saques;0,0;50,0;'12;'2007;'12/2007;Real_2007
20-12-2007;Quinta-Feira;Farmácia;Farmácias ;0,0;60,63;'12;'2007;'12/2007;Real_2007
20-12-2007;Quinta-Feira;Restaurantes;Na pitiçaria do amigo secretos;0,0;65,84;'12;'2007;'12/2007;Real_2007
19-12-2007;Quarta-Feira;Combustivel;Gazoza no GarGamóvel;0,0;60,0;'12;'2007;'12/2007;Real_2007
19-12-2007;Quarta-Feira;Alimentacao;Paes de queijos;0,0;1,9;'12;'2007;'12/2007;Real_2007
18-12-2007;Terça-Feira;Cursos;02 dvd VIDEO Aulas guitarras;0,0;34,99;'12;'2007;'12/2007;Real_2007
18-12-2007;Terça-Feira;Restaurantes;Habibis do xópin;0,0;11,5;'12;'2007;'12/2007;Real_2007
18-12-2007;Terça-Feira;GATO;Ração do Gato;0,0;50,95;'12;'2007;'12/2007;Real_2007
17-12-2007;Segunda-Feira;Saques;Saque do Real;20,0;0,0;'12;'2007;'12/2007;Despesas
17-12-2007;Segunda-Feira;Cristiane;Pra Cristiane;0,0;20,0;'12;'2007;'12/2007;Despesas
17-12-2007;Segunda-Feira;Estacionamentos;Sistema Sem Parar;0,0;33,0;'12;'2007;'12/2007;Real_2007
17-12-2007;Segunda-Feira;Aluguel;Aluguel Dez-2007;0,0;804,8;'12;'2007;'12/2007;Real_2007
17-12-2007;Segunda-Feira;Condominio;Condominio Dez2007;0,0;206,83;'12;'2007;'12/2007;Real_2007
17-12-2007;Segunda-Feira;Saques;Saque pra Cristiane;0,0;20,0;'12;'2007;'12/2007;Real_2007
17-12-2007;Segunda-Feira;PSP Slim 2000;Memory Stick 4GB;0,0;114,98;'12;'2007;'12/2007;Real_2007
17-12-2007;Segunda-Feira;Cursos;11 VideoAulas de Guitarras do ML;0,0;48,0;'12;'2007;'12/2007;Real_2007
16-12-2007;Domingo;Supermercado;Mercado -;0,0;207,69;'12;'2007;'12/2007;Real_2007
16-12-2007;Domingo;Farmácia;Farmácias;0,0;34,91;'12;'2007;'12/2007;Real_2007
16-12-2007;Domingo;Moradia;Taças de xampanha;0,0;39,8;'12;'2007;'12/2007;Real_2007
16-12-2007;Domingo;Itens Pesssoais;relógio de boy Da TNG;0,0;149,9;'12;'2007;'12/2007;Real_2007
16-12-2007;Domingo;Restaurantes;No Mc Donaldos;0,0;27,5;'12;'2007;'12/2007;Real_2007
15-12-2007;Sábado;Restaurantes;Cheque - 010016 - Habibs;0,0;37,92;'12;'2007;'12/2007;Real_2007
14-12-2007;Sexta-Feira;Salarios;Adiantamento Quinzenal;1689,1;0,0;'12;'2007;'12/2007;Real_2007
14-12-2007;Sexta-Feira;Salarios;2ª Parcela 13º Salário;2302,78;0,0;'12;'2007;'12/2007;Real_2007
14-12-2007;Sexta-Feira;Supermercado;No carrefoure;0,0;42,16;'12;'2007;'12/2007;Real_2007
14-12-2007;Sexta-Feira;Restaurantes;Na paddoocca´s;0,0;26,35;'12;'2007;'12/2007;Real_2007
12-12-2007;Quarta-Feira;Taxas Bancarias;CPMFI;0,0;8,22;'12;'2007;'12/2007;Real_2007
10-12-2007;Segunda-Feira;Tv à Cabo;Net ViVaX;0,0;102,8;'12;'2007;'12/2007;Real_2007
09-12-2007;Domingo;Supermercado;Quitandaria do acouque;0,0;6,7;'12;'2007;'12/2007;Real_2007
09-12-2007;Domingo;Supermercado;No açougue;0,0;37,4;'12;'2007;'12/2007;Real_2007
09-12-2007;Domingo;Playstation 2;Memory Card 64 MB;0,0;67,0;'12;'2007;'12/2007;Real_2007
08-12-2007;Sábado;Informática;Parc. Maquina digital canon SD600 (12/12);0,0;118,24;'12;'2007;'12/2007;ItauMasterCard
08-12-2007;Sábado;Cristiane;Assinatura de Revistas KeepSake;0,0;81,16;'12;'2007;'12/2007;ItauVisa
08-12-2007;Sábado;Juros_Corr. Poupança;Juros Poupança;2,5;0,0;'12;'2007;'12/2007;Real_2007
08-12-2007;Sábado;Juros_Corr. Poupança;Correção Poupança;0,38;0,0;'12;'2007;'12/2007;Real_2007
07-12-2007;Sexta-Feira;Taxi;Taxi pra ir na Tomo;0,0;12,7;'12;'2007;'12/2007;RealVisa_2007
07-12-2007;Sexta-Feira;Taxi;Taxi pro Hospital ;0,0;6,4;'12;'2007;'12/2007;RealVisa_2007
07-12-2007;Sexta-Feira;Taxi;Taxi pra casa;0,0;9,1;'12;'2007;'12/2007;RealVisa_2007
06-12-2007;Quinta-Feira;Cristiane;Da Cristiabne;20,0;0,0;'12;'2007;'12/2007;Despesas
06-12-2007;Quinta-Feira;Taxi;Taxis;0,0;17,0;'12;'2007;'12/2007;Despesas
05-12-2007;Quarta-Feira;Energia Eletrica;eletrôPaulô;0,0;77,76;'12;'2007;'12/2007;Real_2007
05-12-2007;Quarta-Feira;Supermercado;Compras de coisas pra comer;0,0;4,5;'12;'2007;'12/2007;Real_2007
05-12-2007;Quarta-Feira;Supermercado;Mais compras;0,0;42,16;'12;'2007;'12/2007;Real_2007
05-12-2007;Quarta-Feira;Farmácia;Farmácias;0,0;75,64;'12;'2007;'12/2007;Real_2007
04-12-2007;Terça-Feira;Taxas Bancarias;CPMFI;0,0;0,01;'12;'2007;'12/2007;ItaU
04-12-2007;Terça-Feira;Moradia;Hometheater: Parc. TV LCD (08/10);0,0;200,0;'12;'2007;'12/2007;ItauVisa
04-12-2007;Terça-Feira;Taxas Bancarias;CPMFI;0,0;5,76;'12;'2007;'12/2007;Real_2007
03-12-2007;Segunda-Feira;Taxas Bancarias;iof;0,0;0,35;'12;'2007;'12/2007;ItaU
03-12-2007;Segunda-Feira;cartões de Crédito;Pagamento fatura Itau Master;218,14;0,0;'12;'2007;'12/2007;ItauMasterCard
03-12-2007;Segunda-Feira;cartões de Crédito;Pagamento fatura ITAU  Visa;564,38;0,0;'12;'2007;'12/2007;ItauVisa
03-12-2007;Segunda-Feira;Telefonia;Fatura Telefonica - telefonica;0,0;38,21;'12;'2007;'12/2007;Real_2007
03-12-2007;Segunda-Feira;Internet;Fatura Speedy;0,0;89,9;'12;'2007;'12/2007;Real_2007
03-12-2007;Segunda-Feira;cartões de Crédito;Fatura real Visa;0,0;770,46;'12;'2007;'12/2007;Real_2007
03-12-2007;Segunda-Feira;cartões de Crédito;Fatura ItauVisa;0,0;564,38;'12;'2007;'12/2007;Real_2007
03-12-2007;Segunda-Feira;cartões de Crédito;fatura Itau Master;0,0;218,14;'12;'2007;'12/2007;Real_2007
03-12-2007;Segunda-Feira;Saques;Saque da Cris;0,0;60,0;'12;'2007;'12/2007;Real_2007
03-12-2007;Segunda-Feira;Taxas Bancarias;IOC real Master;0,0;0,49;'12;'2007;'12/2007;Real_2007
03-12-2007;Segunda-Feira;cartões de Crédito;Pagamento Fatura Visa ;770,46;0,0;'12;'2007;'12/2007;RealVisa_2007
02-12-2007;Domingo;Online Services;Mensalidade UOL;0,0;19,9;'12;'2007;'12/2007;RealVisa_2007
01-12-2007;Sábado;Correio;Correios pra MIG;0,0;28,5;'12;'2007;'12/2007;Real_2007
30-11-2007;Sexta-Feira;Salarios;CREDITO DE SALARIO TIM CELULAR;1515,59;0,0;'11;'2007;'11/2007;Real_2007
30-11-2007;Sexta-Feira;Documentos;Anuidade CREA SP;0,0;220,0;'11;'2007;'11/2007;Real_2007
30-11-2007;Sexta-Feira;Restaurantes;Na Padocas;0,0;26,2;'11;'2007;'11/2007;Real_2007
30-11-2007;Sexta-Feira;LIVROS;Livros da Cris e 300 de IsParTa;0,0;87,2;'11;'2007;'11/2007;RealVisa_2007
30-11-2007;Sexta-Feira;CD_DVD_BD;Nightwish e do épica;0,0;72,8;'11;'2007;'11/2007;RealVisa_2007
29-11-2007;Quinta-Feira;Cristiane;Pra Cris;0,0;20,0;'11;'2007;'11/2007;Despesas
29-11-2007;Quinta-Feira;Estacionamentos;Estacionamento no Hospital;0,0;3,0;'11;'2007;'11/2007;Despesas
29-11-2007;Quinta-Feira;Estacionamentos;Estacionamento no xópin;0,0;4,0;'11;'2007;'11/2007;Despesas
29-11-2007;Quinta-Feira;Combustivel;Gaso no gargamóvel;0,0;50,0;'11;'2007;'11/2007;Real_2007
29-11-2007;Quinta-Feira;Esporádico;Chaveiros pra Mig;0,0;25,33;'11;'2007;'11/2007;Real_2007
28-11-2007;Quarta-Feira;Cristiane;Pra cristiane;0,0;5,0;'11;'2007;'11/2007;Despesas
28-11-2007;Quarta-Feira;Saques;Saque do Real;30,0;0,0;'11;'2007;'11/2007;Despesas
28-11-2007;Quarta-Feira;Restaurantes;Almoço;0,0;16,95;'11;'2007;'11/2007;Real_2007
28-11-2007;Quarta-Feira;Restaurantes;Ovos Maltines do bóbis;0,0;6,5;'11;'2007;'11/2007;Real_2007
28-11-2007;Quarta-Feira;Saques;Saque;0,0;30,0;'11;'2007;'11/2007;Real_2007
28-11-2007;Quarta-Feira;Restaurantes;Na padocas;0,0;27,46;'11;'2007;'11/2007;Real_2007
27-11-2007;Terça-Feira;Estacionamentos;Estacionamento no centro;0,0;2,0;'11;'2007;'11/2007;Despesas
27-11-2007;Terça-Feira;Restaurantes;Lanche do Mc Donaldos ;0,0;15,7;'11;'2007;'11/2007;ItauMasterCard
27-11-2007;Terça-Feira;Cristiane;Coisas de iscrapi buquin;0,0;13,0;'11;'2007;'11/2007;ItauVisa
